Autor,Fecha,Hora,nrolikes,nrodislikes,nroComentarios,texto
Anónimo,May 23 2020,11:34 a.m.,4,1,0,"¿Que cuál es mi confesión? Nadie preguntó por ella, pero aquí va.

Trabajo en una agencia de publicidad y soy uno de los pocos socios de renombre. Me he caracterizado por mi facilidad con las palabras y mi modus formal. Mi último cliente fue una empresa que quiso introducir su nueva versión del proyector a la industria y me llamaron personalmente para asistirlos. 

He estado casado por siete años, tengo una niña de cinco y un hombre pequeño de cuatro; mi esposa es una mujer maravillosa. Solía usar una cámara para retratar cada momento gratificante para ella. 

Dada la cuarentena, me solicitaron que diera mis resultados para el anuncio de su producto y la llegada al mercado por TeamViewer, pero ese no es mi estilo. Yo soy más directo, debo mirarte a los ojos, presentarte mi investigación y debes creerme.

Mi esposa y yo discutimos durante dos días seguidos antes del 24 de febrero, y me hechó de la casa. No he sido el mejor esposo, ni padre; he recaído varias veces en brazos de mujeres que me encuentran atractivo.

El 23 de abril, luego de mover mis influencias, me reuní con mis clientes para revelar cómo presentaríamos la idea al mercado. El 22 de abril estaba devastado, me sentía solo, sin nadie, y sin ideas para el día siguiente. Encendí la laptop y revisé la presentación que había preparado; había bebido ron y estaba algo mareado. Luego llegué a las fotos que mi mujer había tomado durante años; una tras otra, luego de perder el tiempo durante horas me fui a dormir.

Mis clientes y yo nos servimos un whisky a las 11:34 am, y para las 11:46 las luces estaban apagadas y estaba por comenzar.  Mientras usaba su proyector para mi discurso, toqué fondo. Algunas fotos se habían quedado guardadas en donde no debían y ahora tenía a mis clientes confundidos observando mis memorias. Yo levantando a mi esposa mientras celebrábamos nuestro primer aniversario; mi pequeña embarrando mi rostro con torta; mi niño, oh ese pequeño, ganándome en las vencidas. Usé esa carga emocional para recordarles que no es el proyector lo que venderá, sino los recuerdos, las heridas, los momentos verdaderos que logren inspirar en su comercial. Imagen tras imagen, retrocedía y avanzaba, y aunque me mataba, hice mía aquella llaga para tocar un profundo sentimiento de nostalgia del consumidor. 

Luego del éxito de mi reunión. Estaba otra vez en mi habitación de hotel, y solo podía esperar al abogado que venía en camino para recoger mi firma de divorcio."
Anónimo,May 23 2020,11:14 a.m.,1,0,0,"¿Que cuál es mi confesión? Nadie preguntó por ella, pero aquí va.

Trabajo en una agencia de publicidad y soy uno de los pocos socios de renombre. Me he caracterizado por mi facilidad con las palabras y mi modus formal. Mi último cliente fue una empresa que quiso introducir su nueva versión del proyector a la industria y me llamaron personalmente para asistirlos. 

He estado casado por siete años, tengo una niña de cinco y un hombre pequeño de cuatro; mi esposa es una mujer maravillosa. Solía usar una cámara para retratar cada momento gratificante para ella, nuestros hijos y yo.

Dada la cuarentena, me solicitaron que diera mis resultados para el anuncio de su producto y la llegada al mercado por Zoom, pero ese no es mi estilo. Yo soy más directo, debo mirarte a los ojos, presentarte mi investigación y debes creerme. Ese soy yo.

O eso creía. Mi esposa y yo discutimos durante dos días seguidos antes del 24 de febrero, y me hechó de la casa. No he sido el mejor esposo, ni padre; he recaído varias veces en brazos de mujeres que me encuentran atractivo, ¿y qué más puedo hacer?

El 23 de abril pude mover mis influencias y me reuní con mis clientes para discutir cómo presentaríamos la idea al mercado. El 22 de abril estaba devastado, me sentía solo, sin nadie, y sin ideas para el día siguiente. Entonces encendí la laptop y revisé las fotos que mi mujer había tomado durante años. Una tras otra. Una tras otra.

Llegó el momento. Nos servimos un whisky 11:34 am, y para las 11:36 am ya estábamos listos para empezar.  Mientras usaba su proyector para presentar mi discurso, toqué fondo. Algunas fotos se habían quedado guardadas en donde no debían y ahora tenía a mis clientes confundidos. Yo levantando a mi esposa mientras celebrábamos nuestro primer aniversario; mi pequeña embarrado mi rostro de torta; mi niño, oh ese pequeño, ganándome en las vencidas. Entonces usé esa carga emocional para recordarles que no es el proyector lo que venderá, sino los recuerdos, las heridas, los momentos verdaderos que logren inspirar en su comercial. Es"
Anónimo,May 23 2020,3:07 a.m.,4,0,0,"Querida M.A.N, confieso que te amé desde aquella mañana en que mi sexto sentido advirtió que alguien me observaba desde hacía mucho tiempo. Eras tú, sentada en la fila de al lado y a unos tres pupitres detras de mí; eras tú y tu hermosa familiar sonrisa como saludandome o ya nos conociéramos de no se donde; tu sonrisa desnuda y el perfil de tu alma entera, floreciendo en en mí; era la mañana en que descubrí la esperanza de ver en mi muerte al rostro amado, la imaginación de que compartimos nuestro amor y nuestras vida en otros tiempos, y de que este día era sólo un eslabón en una serie de eventos infinitos. Y desde entonces comprendí que la vida me tenía algo preparado, algo que no esperé pero que estaba ahí, tendido en el tiempo y en otro espacio al que no podía acceder por razones de compromisos sociales o de acuerdos que sólo me destruian en lo más profundo, que de golpe entendí el mal que te haría si intentaba entregar mi corazón a aquella causa. Pero aún así, amé tu presencia en silencio, amé el perfil de tu alma, tu sonrisa como un mar que golpea hasta lograr el sonido ronco del vacío, del tiempo, del amor."
Anónimo,May 23 2020,1:59 a.m.,2,0,0,"Fantasía y realidad  ambos compartiendo cada momento,  vamos por un mismo sueño aunque no sea juntos, quizás en esto momentos extrañandonos a cada momento escuchando canciones que nos llevan a  recordar todo un mundo de locuras juntos fuera y dentro de la u, ambos viviendo vidas que no esperábamos, nos conocimos muy tarde  y eso  es lo que hoy nos aleja. No me explico aún porque  el amarte es tenerte tan distante, se que  descubrirás quien soy
Pista 1: Porque tu eres el AGUA que siempre apaga este FUEGO.
Pista2:  El lago de ESPOL nos SEPARA, pero esta cuarentena nos tiene separados más que nunca."
Anónimo,May 21 2020,9:17 p.m.,2,0,0,"Confieso que de no ser por la cuarentena, en estas fechas ya estaría con mi amor, sé que tal vez a muchos también les pase y lo que me entristece es saber que no nos podremos ver hasta que todo este asunto se controle y podamos salir tranquilamente por la ciudad, como antes.
Pdt: te extraño"
Anónimo,May 21 2020,1:13 p.m.,1,0,0,"Se que parezco internet Explorer pero esta es una confesión de Savage, mas que una confesión es un agradecimiento al chico que me regaló el cigarrillo cuando me acerqué a preguntarle que donde lo compró o si me podía vender alguno y muy cordial me dijo ""ten te lo regalo"" bro, me arreglaste la noche, de verdad necesitaba uno, no se quien eras y ni tu cara recuerdo pero esta chica te lo agradece full 💝"
Anónimo,May 21 2020,8:08 a.m.,2,1,0,"Confieso que quiero que salga mi confes
ion em facebook pero creo que el administrador cree que no es muy cool  xD"
Anónimo,May 21 2020,2:51 a.m.,6,0,0,"Quiero contarles un poco mejor de"" Lili P"", en primer lugar soy mujer, y si!! Conosco de primera mano lo que hablo vive en mi housing, me da mucha pena decirlo, pero lili si sigues asi creeme que no te irá nada bien, por casos como el tuyo conocen a éste programa como el fuck and travel, xD bueno ya fuera de broma si hablé de ésto fue porque de verdad me daba mucha impotencia de ver como existen personas así en el mundo, que solo piensan en si mismas y su bienestar y no se paran a pensar un poquito en los sentimiento de los demás, ya se que saldrán comentarios de ""que cuide mi cu.. Y no mire el de otros"", "" metida"" ,etc, pero es que de verdad uno tiene corazón y ver ese tipo de cosas se lo  hace a uno chiquito el corazón, porque el ""novio"" inclusive la llamaba cada dia, sin el pobre saber los cachos que ya empezaban a ponerle se le notaba desde el día 1 las ganas de ""vacilar"" y hacer wvdas,  
NO estoy en contra de que cojan chucha, es rico cojan !cojan ! duro, pero si tienen a alguien que las espera, las quiere, velan por ustedes  y sobre todo RESPETAN, lo minimo que deben hacer es valorar eso y no ser desleales.y si por ultimo no quieren nada sean sinceras y diganlo no fallen de esa manera.
Me da mucha impotencia ver estos actos de verdad chic@s no hagan éste tipo de cosas, porque la vida es una ruleta y todo lo que das se te regresa tarde o temprano, LIli si no te digo ésto en persona es porque de verdad el poco tiempo que te conocí y desde lejitos me pareces alguien super impulsiva y que reaccionas terrible sin medir las palabras y la verdad te tengo miedo jajaja..
Por cierto lei algunos comentarios y no es ""que me creo"" todo lo que publican soy mujrr -_- tbn publico tonteras, sino que  ella al parecer dice que los hombres son"" tal y cual ""porque al parecer el de acá se lo tomó todo a broma y vacile (por obvias razones), porque todos nos dabamos cuenta que querias ocultar que tenias a alguién en Ecuador, si! Toda conchuda le exijia eso al man,.parece de no creer verdad??.

Mi objetivo no es ofender a alguien ni mucho menos a ti ""Lili P"" pero enserio me ardia la sangre ver este tipo de cosas, quiero pensar y por el poco tiempo que te conosco que eres del tipo de personas que pese a su edad  no quiere o no te hayas estando sola, y necesitas la compañia de alguien y no te juzgo cada quién vé como maneja su vida, pero creo que nadie se merece éso.
Pdta1: ya abrirán los vuelos en junio posiblemente y a la final el.novio viaja. Y será la burla de TODOS., porque el men  de aquí ya se regresa en éstos días o eso creo.
Pdta2 : no me gusta el mansito de aquí y tengo novio.
Pdta3: no soy lesbi, que los conosco y dirán eso :).
Pdta4: no tengo nada en contra de tí Lili P
De verdad lo hago para si en el caso lees ésto (quien sabe cuando publiquen ésto,) algo pase por tu cabecita y corazón y pienses un poquito mejor las cosas, porque como dije éste camino no te llevará a nada, no se usa ni se es desleal así a las personas. (No soy santa).
Pdta5: quien sabe el novio este haciendo lo mismo pero como están las cosas en Ecuador no lo creo, Pero uno no ""roba"" porque otros ""roban"" que chch eres la asamblea.!!"
Anónimo,May 20 2020,9:59 p.m.,2,1,0,Holi xD
Anónimo,May 20 2020,8:09 p.m.,3,0,0,"Confieso que me da mucha tristeza saber que éste semestre no te veré, MM, siempre era una alegria para mi verte aunque sea pasar por la universidad, me gustaste desde que vimos Ingles juntos, pero nunca me animé a decirtelo, luego cuando tuviste novia creeme que  me daba tristeza pero a la vez felicidad cuando te veia con ella, aunque estabas más gordito ahora,
 creeme que aún te hacia papasito, cuando ibas con un abrigo vino, ufff ese era tu color, se que nunca te dije nada y es más ni te imaginas mis sentimientos y deseos hacia tí, siempre respetaré tu relación pero las ganas que te tengo no me las quita nadie, extrañaré verte, aunque no me pares bola :(, att: tú admiradora D..F"
Anónimo,May 20 2020,7:32 p.m.,5,0,0,"Yo, que era alguien que se creía autosuficiente ahora me siento muy sola y a veces siento la necesidad de tener un/a amigo/o para poder contarle las cosas sin que se aburra de mí, los que tengo solo me buscan para contarme sus cosas y no es algo que me molesta porque siempre les doy consejos, los escucho y estoy ahí apoyándolos... El problema es que cuando yo les cuento algo que siento o me pasa, no me prestan atención o sino, al contarles algo de una me dicen ""sabes me pasó lo mismo..."" se van de largo e ignoran lo que les digo o sino me responden ""uy sí y te cuento tengo esto..."" ignorándome. Un amigo al que le contaba muchas cosas me traicionó de la peor manera hace un par de años, nunca sentí resentimiento hacia esa persona, solo necesitaba explicaciones y hasta la actualidad pienso en escribirle porque siento que pese a lo que me hizo era el único que me escuchaba y la verdad me hace falta. Otra persona que así mismo le tenía mucha consideración (teníamos de amistad casi 5 años) y le contaba parte de mis cosas, se dejó llevar por la joda, salir más (cuando conmigo ni lo hacía porque nunca tenía dinero o tiempo), nuevas amistades, al punto de hacerme a un lado en muchos momentos, es muy imprudente y eso me hizo perder su confianza porque descubrí en muchos momentos que hablaba de mí e incluso llegó a tratarme un poco mal y también es de las personas que solo le gusta hablar de sus problemas sin tomarle importancia a los demás. Un día conversando hasta me dijo que por qué no le contaba nada, lo que me hizo pensar cómo lo voy a hacer si siempre que lo iba a hacer me salía con ""a mí me pasó lo mismo..."" y desviaba el tema... siempre lo hacía, llega un punto en el que en serio te cansa porque tienes la necesidad de desahogarte y contar tus problemas y sobre todo te pone triste porque en realidad no sabes si de verdad es tu amigo y puedes contar con esa persona. Al día de hoy estoy segura de que no lo era, porque no sabe nada de lo que he estado pasando desde hace 2 años mis problemas de ansiedad, depresión y autoestima baja han ido empeorando, al punto de que a veces me siento tan sola, con un vacío muy grande que he llegado a pensar en la idea del suicidio otra vez (digo esto porque desde pequeña he tenido estos problemas e incluso lo he intentado y he fallado en más de una ocasión). Pensarán ""por qué sufre tanto si al menos tiene familia, un techo dónde vivir y comida"". Pues sí, lo sé, pero... desde pequeña siempre he sentido como hasta mi propia familia me hacía a un lado, me trataban mal e incluso en varios puntos de mi vida, mi propia madre me botaba de la casa diciéndome que nunca debí nacer, porque solo fui un error. Es duro en serio. Con esta confesión no es por hacerme la víctima ni nada, solo digo que si alguien les va a contar algo, escúchenlos no los interrumpan ni los comparen con sus cosas siempre, ni los minimicen. No todos afrontamos las situaciones de la misma manera para unos será más fácil pero para otros no."
Anónimo,May 20 2020,6:51 p.m.,3,0,0,"Hoy voy a confesarles  algo que me pasó. Y sobre una persona que sinceramente creo que tiene problemas. Les platico: Esta persona llegó a hablar mal de mi y decir mentiras a todas las personas, inclusive llegó a hackearme mis redes sociales, haciendose pasar por mí, un día inclusive llegó a seguirme y a decirme ""sé donde estás y que ropa estas usando"" y muchas otras cosas por lo que intente buscar ayuda policial porque ya estaba asustada, luego de las investigaciones resultó ser que los mensajes venian de su domicilio, sin embargo quise ser tolerante y no levantar cargos porque eran meses de cárcel, todo esto porque ella queria estar con un muchacho , ya son varios años desde que pasó esto y creia yo que la tipa se calmó un poco, pero resulta que al parecer no es así, hace un par de semanas me escribio, oye mujer dejame decirte que aquí la loca es otra,escribiendo como maniatica, no sé que te tramas ahora ni que quieres hacer, y ni me interesa, de ti no me acordaba ni en el pedo de la media noche y buscate una vida si sigues ya no será como hace años, se que si lo lees te llegará porque pocas personas estan tan mal de la cabeza como tú.🙂"
Anónimo,May 20 2020,5:08 p.m.,1,0,0,"Hace tiempo hice una confesion de que me gustaba alguien C.B, el asunto es que ahora estoy enamorada de el. No le digo lo que siento porque aun quiere a su ex, el me parece super tierno me encanta cuando me abraza adoro oler su perfume, es un niño lindo. Me encantaria besarlo y que el tiempo se detenga, quedarme pegada su pecho mientas escucho latir su corazón, contar las horas para verlo y no soltarlo, si suena loco pero en verdad lo quiero, me encanta así como es gordito puesto que parece un peluche abrazable y calido😍🙈"
Anónimo,May 20 2020,5:06 a.m.,1,4,0,"Mi sueño es tener una aventura con un profesor de la politécnica.


PD: soy hombre. 😋"
Anónimo,May 20 2020,4:24 a.m.,2,0,0,"Confieso que el aislamiento me ha hecho mucho daño, toda mi familia fue infectada por covid,  pero hemos salido adelante el problema es que tengo un gran ataque de depresión y estrés, ya que todos estuvieron cerca de la muerte excepto yo que fuí asintomático las cuales me provocaron un pre infarto, no se como superarlo la verdad, ahora mi familia se preocupa por mi y los nervios no me dejan dormir sinceramente no se como sentirme mejor"
Anónimo,May 19 2020,8:38 p.m.,2,0,0,"Quiero confesar que me gusta un chico se llama Elvis Talledo, aunque tiene novia. Yo y el chateamos siempre que podamos. Me molesta que el siga con su novia y publique estados con ella y que diga que me quiere a mi también. A veces no se que hacer algún consejo por favor 😞😞. He cometido el error de escribirle a ella, pero es tan ingenua  que nunca me cree lo que le digo ☹️ Y si ves esto por favor déjala a ella y quédate conmigo . "
Anónimo,May 19 2020,6:50 p.m.,2,1,0,😶
Anónimo,May 19 2020,12:42 p.m.,1,0,0,"La verdad q fuiste mi primer amor DC pero hemos pasado x tantas cosas feas q ese amor se ha ido eras confiada porq a pesar de tus errores siempre quise estar ahí y tratar de q nuestro amor siga pero confieso q este tiempo q hemos estado alejados  conocí a alguien más y no te miento q esa persona me ha hecho volver a sentir q valgo la pena y q merezco algo mejor...
No se q hacer mi situación es complicada...
Pdta..
Aun no tengo nada con la otra persona por respeto a ti..."
Anónimo,May 19 2020,9:03 a.m.,2,2,0,"Sería bueno que el escogiera entre ella y yo. Pero su novia es tan linda, luce tan tierna que hasta pena a mi me da que la termine por mi. Bueno Elvis Talledo yo se que puedes amarla, pero te gusta andar en la huevada conmigo, eso no es amarla. Y e intentado que ella se de cuenta mandándole mensajes pero nada, ella cree que es un santo, cuando no es así. Como les digo me da pena ella, porque es muy linda. Pero no voy a negar que siente lindo engañar jajaja, pero ya me canse de ser la otra siempre y que el le de atención a ella y no a mi. 
Yo se que verás esto, me vas a empezar a odiar. Pero lo disfrute es lo importante. Ajjaja a 😎"
Anónimo,May 18 2020,10:42 p.m.,2,1,0,"Pensé que mi bisexualidad solo iba a ser una fase pero como que me estoy demorando jajajaja :""0"
Anónimo,May 18 2020,10:13 p.m.,3,0,0,"No puedo abandonarme y amarte, sería rechazarme a mi. Me dejaste sola antes de haberte ido. Dejaste de luchar y me negaste la posibilidad de la despedida. Pero sé que te olvidaré y que seré feliz  así tarde mucho en el proceso,  esta vez no serás el protagonista, ahora tengo fuerzas, ahora me cansé de ti."
Anónimo,May 18 2020,12:21 p.m.,2,0,0,"Yo, que era alguien que se creía autosuficiente ahora me siento muy sola y a veces siento la necesidad de tener una amigo/o para poder contarle las cosas sin que se aburra de mí... Tengo enamorado pero ni siquiera con él me siento en confianza de poder contarle todo, últimamente pasamos peleando mucho y no sé la verdad cuanto dure esto, porque cada día que"
Anónimo,May 18 2020,8:54 a.m.,3,0,0,"Que triste ver cómo hay personas que sabiendo, se conforman con ser la segunda opción, amiga date cuenta que solo te busca cuando termina con la ex. 🤭"
Anónimo,May 17 2020,7:55 p.m.,2,0,0,"Es la primera vez que hago una confesión, coloqué la mamá de las historias de como poder botar a los malos profesores pero no se publicó !! 🥺"
Anónimo,May 17 2020,7:41 p.m.,4,0,0,"Algo bueno que no nos hemos percatado sobre todas la nuevas medidas tomadas en la educación.
Ahora como todas las clases serán virtuales, tenemos en nuestras manos las futuras evidencias que dejarán los malos profesores, ¡esos que tienen 6 en CENECAD! Y que nadie nos paraba bola, pero no basta sólo grabar y denunciar, porque sus amigos que tienen un cargo importante, nuevamente se harán de la vista gorda, por eso debemos DIFUNDIR TODO VIDEO de los malos profesores para que ESPOL Reaccione y poderlos botar, es la única manera para REGRESAR a la supuesta educación de calidad que tiene ESPOL. "
Anónimo,May 17 2020,10:57 a.m.,2,2,0,"Una historia lampara, gracias a un man inmaduro. Hay 4 personas en esta historia: Adam, Norma, Jennifer y Lisseth. 
El hombre de esta historia se metió con Jennifer terminaron porque al parecer o segun me contaron el man en  w&t el primero que hizo se transformo  y vacilo bastante bueno este año igual que yo vinimos de w&t y Adam vino amarrado aqui aparece Norma su novia pero ella se quedo en ecuador jaja aca el man le puso el cacho con Lisseth y esta mansita resulto bien loca. Pero lo raro de todo este  rollo es que aun piensa en su primera ex jennifer se siente mal por Norma y sigue con Lisseth osea que le pasa su vida es un caos amoroso por su inmadurez y calentura y por andar metiendo cacho"
Anónimo,May 17 2020,2:19 a.m.,5,4,0,Te extraño
Anónimo,May 16 2020,10:30 p.m.,3,1,0,"Ya mi causas todo bien
Hoy me le declare a mi crush y adivinen que paso?
Me bloqueo v"":
Pero no te voy a mentir me senti bien fresco 😳👌 xd
Pdata: 5-0 coquetashh aun te acuerdashh y te dueleshh jajaja un solo idoloshhh"
Anónimo,May 16 2020,2:10 p.m.,2,1,0,Recomienden un itinerario que vayan chicas guapas y que sea la joda.
Anónimo,May 16 2020,2:09 p.m.,5,0,0,"Pregunta séria. Para que chucha cogen cupos en cierta materia para luego en la primera semana salirse? Para queeeee? Que tienen en la cabeza por dios. Le estas quitando oportunidad a otros q si la necesitan. Si te vas a voltear, no te metas a elegir materias que después te vas a salir cojudo."
Anónimo,May 15 2020,11 p.m.,2,4,0,Me quema por dentro que voy a hacer el pre y no puedo postular a la mejor carrera de todas *Física* porque la querida espol no la tiene):
Anónimo,May 15 2020,9:06 a.m.,3,2,0,"Quiero confesar que me iba a ir a 3ra en todas las materias(literal) por andar metido en cosa lámpara, pero como cambiaron la malla y los códigos de todas las materias, me salve hjpt!!!
Moraleja : amig@s denle suave con las sustancias recreativas o terminaran como yo, pero puede que no corran con la misma suerte."
Anónimo,May 14 2020,11:55 p.m.,3,1,0,"No es malo que tu novio/a hable con otros chicos/as, lo malo es lo que se habla, lo que se intenta decir, y cómo se dice. Una vez alguien me dijo ""no tengas conversaciones con alguien que no tendrías frente a tu pareja"".
En resumidas cuentas, ¿cómo saber si está bien que te hables con esa persona que no es tu pareja? La respuesta es simple, cuando hables con esa persona pregúntate, ¿cómo se sentiría mi pareja si leyera esta conversación?
Es sano pedir respeto, pero es más sano otorgarlo."
Anónimo,May 14 2020,1:18 p.m.,1,0,0,"Confieso que últimamente no sales de mi cabeza y cada día que pasa te empiezo a extrañar más, te conocí en primer semestre de una manera rara y nunca esperé que te convertirías en alguien especial, mejor dicho nunca imagine que me llegarías a gustar. Siempre estuviste cuando mas lo necesitaba, ya sea consolándome cuando me iba mal en alguna materia o premiándome con dulces cuando sacaba buenas calificaciones, sabias como alegrar los días más oscuros. De igual manera, buscabas la forma de ayudarme pese a que siempre te decía que no me gusta recibir ayuda y que podía solo con mis cosas.
Nunca tuve el valor de salir de mi zona de confort y arriesgarme a decirte lo que siento, porque se que llegar a tener algo contigo es imposible. Aunque, ya han pasado varios meses desde que dejamos de hablar por algunas cosas que pasaron, últimamente tengo en mi mente cada bonito momento que pase cuando éramos amigos, cuando te enojabas porque no dormía y me tomaba una que otra bebida energizante o simplemente cuando tomaba café como si fuera agua.
Volví a leer cada una de las cartas que me disté y logre darme cuenta de esas cosas que en su tiempo me dijiste que no lo hacía. Después de 3 semestres siendo amigos, este semestre no será lo mismo. Aunque, a veces quisiera escribirte para saber como estas mi orgullo es mas grande y no me deja, por fin entendí la frase uno no sabe lo que tiene hasta que lo pierde."
Anónimo,May 14 2020,4:22 a.m.,3,1,0,"No entiendo porque tanto odio al CHICO TRANSESPOL ( Victor Maridueña), lo que ciertos compañeros politecnicos estan haciendo es un Buylling masivo hacia él,  no justifico su ultima forma de proceder en unos comentarios de una publicacion de Politechicos pero imaginensen cuanto paciencia el ha tenido para soportar todo esto que ya no pudo contener todo ese odio que tiene y respondió mal a aquel chico. Algunos tienen razón  es hostigoso entrar a politechicos y ver publicaciones de el, pero si en realidad no les importa sus publicaciones simplemente no le presten atención en vez de responderle con insultos como ""vales verg@"". Muchos novatos ni saben la historia y también se ponen a insultarlo en los comentarios. Pongansen en sus zapatos e imaginen cuanto odio el carga en sus hombros por todo lo que le critican, quizas aquellos que lo critican hasta han cometido peores faltas dentro de espol y no se fijan en ellos mismo, el que crer que nunca ha fallado que lance la primera piedra. Yo en lo personal le he pedido ayuda con temas dentro de espol y me ha ayudado en lo que ha podido y estoy seguro que no soy el único a quien le ha extendido la mano. Quitence eso de que por ser politecnicos somos mejores que los demas y podemos hacer y deshacer. No al Buylling."
Anónimo,May 14 2020,1:45 a.m.,3,0,0,"No hace falta que todo concuerde para que todo conecte.

Estamos tan acostumbrados a que el amor siempre debe estar de acuerdo. 
Necesitamos, aunque no lo percibamos, que la otra persona sea idéntica a nosotros.
Una copia exacta, o al menos lo suficientemente parecida para conectar.
Pareciera casi un reflejo, cuando conocemos a alguien, averiguar qué gustos tiene la otra persona; si escucha música, de qué genero… si practica un deporte, cuál de todos… si estudia, qué carrera… si trabaja, en qué lugar… y así, en un mar de preguntas, esperamos con ansias poder “conectar” con esa persona que nos interesa. 
Muchas veces ni siquiera “conectamos”, pero esas mismas veces nuestro apego por ser parte de la vida del otro le gana la batalla a la sinceridad. Mentimos, pretendemos, fingimos, inventamos, porque anhelamos estar de acuerdo. 
No me malinterpreten, no me refiero a mí como la excepción, ni mucho menos me quiero envanecer de ser diferente, porque no lo soy. Lo he vivido. He escuchado, he leído, he inventado, cosas que no soy y que no comparto de alguien más. No me importó si esos gustos que copiaba eran ciertos o no, no me importó si eran extraños o no, mucho menos si yo los compartía o no… 
¿Por qué hacemos esto?
¿Por qué nos hacemos esto?
Estamos cegados ante lo que creemos que es la perfección, o al menos algo parecido a ella. 
Necesitamos que la otra persona se vea a ella misma, cuando vea nuestros ojos. 
Pero… ¿por qué? 
Porque nada, en el momento en que hablas con esa persona, importa ya. 
Porque dejas de importarte, porque dejas de pensarte, porque dejas de respirar… para no hacer ruido, para escuchar con claridad, para que esa persona sea lo único que recorra tu mente en ese instante… Podría parecer alguna especie de “consideración”, pero la verdad es que, somos egoístas.
Por una parte, queremos ser como es la otra persona, para poder estar juntos.
Creemos que esa es la única forma de llamar su atención. Pero no lo es.
 Por la otra, aunque no lo aceptemos, a todos nos gusta hablar de nosotros mismo. Si tuviésemos la oportunidad, haríamos un “Talk Show” donde el único invitado seríamos nosotros mismos…
Porque es más divertido hablar de uno mismo, de nuestros logros, de nuestra playlist, de nuestros gustos, de nuestras aventuras…  incluso de nuestras alegrías y hasta tristezas.
Nos hace sentir importantes saber que alguien más está escuchando, que alguien más comparte las mismas “locuras” que nosotros.  Pero aquellos que buscan copiar al otro no se dan cuenta de ese detalle… 
Nunca se interesarán en ti si simplemente eres una copia. Todas esas aventuras ya están vividas y algunas se viven actualmente… entonces, ¿qué hay de nuevo, viejo?
Cuenta, comparte, defiende, niega, es eso lo que llama la atención. Lo nuevo, lo emocionante…
La próxima vez que te interese alguien, háblale de ti y por qué crees que sus gustos son inaceptables. Tu opinión también cuenta y aunque puede que te dejen de hablar, o te discutan tu posición, será mucho más divertido que ser ignorado por ser “una copia más”."
Anónimo,May 13 2020,11:44 p.m.,3,3,0,"Confieso que debo dejar la pornografía. Traté de dejarlo a finales de 2019, y por un tiempo funcionó. Cuando inició el 2020, se lo dije a una compañera en quien pensé podía volver a confiar, pero insistía que la másturbación era natural (cosa que no niego que es cierta) y que debía seguir haciéndolo porque es nuestro instinto. No me parecía lógico. Era absurdo. La idea es no guiarme por instintos para dejar de pensar en sexo e insistía que debía hacerlo porque era humano (debo aclarar que ya no soy virgen, pero sólo lo hice con mi ahora ex). Le dejé de escribir cuando volvimos a clases en enero. Ya no quería saber de ella. Luego de unas semanas entré en una crisis el 24 de enero (lo recuerdo porque ese día tenía una ayudantía de Estadística y debido a eso no me concentré para nada en la clase) y en la noche me reuní con una amiga católica en la Catedral (soy católico). Logré desahogarme y le dije todo lo anterior. Me dijo que ella estaba mal (lo sabía) y me dio una excelente explicación sobre la importancia de no sucumbir ante la tentación de la masturbación. Lloré como nunca ese día y me mantuve limpio por 1 mes. Digo eso porque lo retomé 2 semanas antes del inicio de la cuarentena. No podía creer que lo había retomado, y llegué al punto de crearme una cuenta en un sitio XXX, enviar solicitudes de amistad a mujeres y tener chats... ya saben (esto último ocurrió para colmo 2 semanas antes de los registros). También le di mi Ws a una chica. Hicimos videollamada y se imaginan el resto. Luego a otra de grandes atributos y también lo mismo. Mis pies se pusieron en la tierra luego de eso último cuando esa misma madrugada del martes (cuando tenía que registrarme)  me di cuenta que no podía seguir con esto. No tenía idea de dónde iba a parar si seguía creciendo en eso. Así que les dije a esas chicas que borren mi número y luego las borré (cosa que ya hicieron porque no me han vuelto a escribir). Borré mi cuenta en el sitio y desde la mañana del martes busco de nuevo cómo mantenerme distraído y pensando cosas buenas.
Para aquellos que tienen vicios que quieren superar, les digo que si pude y si puedo, ustedes también pueden. La fuerza de voluntad es esencial para vencerlo. Busquen amistades que los apoyen y los escuchen. Amistades sanas y excelentes. Hay cosas de las que me arrepiento, y es momento de empezar un nuevo futuro.
Para concluir, agradezco a mi amiga por su apoyo durante mi situación y retomaré lo que es correcto. Y para mi compañera que me dijo que ser un animal no es malo, espero no me dirijas la palabra de nuevo ni me busques de nuevo.
Controlen sus hormonas. No normalicen el sexo. No se entreguen porque sí. Es verdad que el sexo es algo humano, pero implica mucho más que sólo penetración. No somos animales."
Anónimo,May 13 2020,11:06 p.m.,3,0,0,"Vi que alguien confesó sobre Alexandra P. B. la verdad a mi también me atrae, es linda, carismática y sobretodo sube buenos memes :( :( :("
Anónimo,May 13 2020,10 p.m.,2,1,0,"Esta semana ha sido una gran semana para mi, al momento que revise sidweb viendo la lista de los compañeros que me toca aguantar (paro) este semestre, me di cuenta que mi crush, Maria José P. La voy a ver muy seguido, creo que ya es tiempo para hablarle y dejarme de tonteras de una vez por todas. Después sigo contando que pasó con esta situación"
